entry_id	metagenome_name	taxon	coverage	taxonomic_level
0	M01	Bacteria	2179.1089211046847	t_domain
1	M01	Archaea	12.183693680443202	t_domain
2	M02	Bacteria	1794.3258967643876	t_domain
3	M02	Archaea	14.38369303153016	t_domain
4	M03	Bacteria	773.0065288582362	t_domain
5	M03	Archaea	7.624324324324324	t_domain
6	ML1	Bacteria	1541.400737985126	t_domain
7	ML1	Archaea	5.263052208835341	t_domain
8	ML2	Bacteria	388.7648373951442	t_domain
9	ML2	Archaea	4.315914489311164	t_domain
10	ML3	Bacteria	2339.7472580056283	t_domain
11	ML3	Archaea	14.12206572769953	t_domain
12	SC1	Bacteria	406.2715514523392	t_domain
13	SC1	Archaea	0.0	t_domain
14	SC2	Bacteria	436.83170208217985	t_domain
15	SC2	Archaea	0.0	t_domain
16	SC3	Bacteria	339.00609073460794	t_domain
17	SC3	Archaea	0.0	t_domain
18	SJ1	Bacteria	705.6743734577204	t_domain
19	SJ1	Archaea	0.0	t_domain
20	SJ2	Bacteria	754.0191137988214	t_domain
21	SJ2	Archaea	0.0	t_domain
22	SJ3	Bacteria	634.8243134124375	t_domain
23	SJ3	Archaea	0.0	t_domain
24	T0	Bacteria	3453.069119108532	t_domain
25	T0	Archaea	0.0	t_domain
26	T0_S	Bacteria	1714.062586930162	t_domain
27	T0_S	Archaea	0.0	t_domain
28	T3C1	Bacteria	3181.197153637887	t_domain
29	T3C1	Archaea	0.0	t_domain
30	T3C2	Bacteria	4799.922920429395	t_domain
31	T3C2	Archaea	0.0	t_domain
32	T3C3	Bacteria	7391.525788379441	t_domain
33	T3C3	Archaea	0.0	t_domain
34	T3J1	Bacteria	1262.6401461957714	t_domain
35	T3J1	Archaea	0.0	t_domain
36	T3J2	Bacteria	2335.4836074022382	t_domain
37	T3J2	Archaea	0.0	t_domain
38	T3J3	Bacteria	1055.1242944574917	t_domain
39	T3J3	Archaea	0.0	t_domain
40	T4C1	Bacteria	1955.6995934059375	t_domain
41	T4C1	Archaea	0.0	t_domain
42	T4C2	Bacteria	2902.6390586311713	t_domain
43	T4C2	Archaea	0.0	t_domain
44	T4C3	Bacteria	2296.6440512104723	t_domain
45	T4C3	Archaea	0.0	t_domain
46	T4J1	Bacteria	2530.308362964826	t_domain
47	T4J1	Archaea	0.0	t_domain
48	T4J2	Bacteria	2946.860909001041	t_domain
49	T4J2	Archaea	0.0	t_domain
50	T4J3	Bacteria	3147.8520535873286	t_domain
51	T4J3	Archaea	0.0	t_domain
52	M01	Pseudomonadota	1402.333509703334	t_phylum
53	M01	Cyanobacteriota	347.3309157212609	t_phylum
54	M01	Bacteroidota	212.01474157852624	t_phylum
55	M01	Actinomycetota	104.10222939050202	t_phylum
56	M01	Marinisomatota	64.64586160108549	t_phylum
57	M01	Verrucomicrobiota	24.4368	t_phylum
58	M01	SAR324	20.414168937329702	t_phylum
59	M01	Thermoplasmatota	12.183693680443202	t_phylum
60	M01	Planctomycetota	3.8306941726462274	t_phylum
61	M01	Gemmatimonadota	0.0	t_phylum
62	M02	Pseudomonadota	1209.5047626896478	t_phylum
63	M02	Cyanobacteriota	243.70564392454787	t_phylum
64	M02	Bacteroidota	142.54913505109283	t_phylum
65	M02	Marinisomatota	78.89009497964722	t_phylum
66	M02	Actinomycetota	65.30881071674462	t_phylum
67	M02	Verrucomicrobiota	29.035	t_phylum
68	M02	SAR324	19.730994152046783	t_phylum
69	M02	Thermoplasmatota	14.38369303153016	t_phylum
70	M02	Planctomycetota	5.601455250660436	t_phylum
71	M02	Gemmatimonadota	0.0	t_phylum
72	M03	Pseudomonadota	513.5879600867448	t_phylum
73	M03	Cyanobacteriota	114.67502992383706	t_phylum
74	M03	Bacteroidota	61.17403087602881	t_phylum
75	M03	Actinomycetota	31.83245199088845	t_phylum
76	M03	Marinisomatota	21.765544041450777	t_phylum
77	M03	SAR324	17.58407079646018	t_phylum
78	M03	Verrucomicrobiota	9.514066496163682	t_phylum
79	M03	Thermoplasmatota	7.624324324324324	t_phylum
80	M03	Planctomycetota	2.873374646662318	t_phylum
81	M03	Gemmatimonadota	0.0	t_phylum
82	ML1	Pseudomonadota	1057.4807545854705	t_phylum
83	ML1	Bacteroidota	183.94383017384922	t_phylum
84	ML1	Cyanobacteriota	154.09834223208298	t_phylum
85	ML1	Actinomycetota	69.19927295350593	t_phylum
86	ML1	Marinisomatota	53.42273307790549	t_phylum
87	ML1	Verrucomicrobiota	23.255804962311842	t_phylum
88	ML1	Thermoplasmatota	5.263052208835341	t_phylum
89	ML1	Planctomycetota	0.0	t_phylum
90	ML1	SAR324	0.0	t_phylum
91	ML1	Gemmatimonadota	0.0	t_phylum
92	ML2	Pseudomonadota	293.86445989186444	t_phylum
93	ML2	Cyanobacteriota	38.51523072556025	t_phylum
94	ML2	Bacteroidota	27.86274558210999	t_phylum
95	ML2	Actinomycetota	11.869605596555107	t_phylum
96	ML2	Marinisomatota	10.954545454545455	t_phylum
97	ML2	Verrucomicrobiota	5.698250144508929	t_phylum
98	ML2	Thermoplasmatota	4.315914489311164	t_phylum
99	ML2	Planctomycetota	0.0	t_phylum
100	ML2	SAR324	0.0	t_phylum
101	ML2	Gemmatimonadota	0.0	t_phylum
102	ML3	Pseudomonadota	1718.7108851641624	t_phylum
103	ML3	Bacteroidota	218.28256216522038	t_phylum
104	ML3	Cyanobacteriota	207.46313625230715	t_phylum
105	ML3	Marinisomatota	85.8161068439757	t_phylum
106	ML3	Actinomycetota	79.68660074415669	t_phylum
107	ML3	Verrucomicrobiota	29.787966835806035	t_phylum
108	ML3	Thermoplasmatota	14.12206572769953	t_phylum
109	ML3	Planctomycetota	0.0	t_phylum
110	ML3	SAR324	0.0	t_phylum
111	ML3	Gemmatimonadota	0.0	t_phylum
112	SC1	Pseudomonadota	279.12886649027604	t_phylum
113	SC1	Cyanobacteriota	64.93316774146967	t_phylum
114	SC1	Actinomycetota	36.937564507159536	t_phylum
115	SC1	Planctomycetota	11.37089746917188	t_phylum
116	SC1	Gemmatimonadota	8.059386973180077	t_phylum
117	SC1	Bacteroidota	5.841668271082018	t_phylum
118	SC1	Marinisomatota	0.0	t_phylum
119	SC1	SAR324	0.0	t_phylum
120	SC1	Thermoplasmatota	0.0	t_phylum
121	SC1	Verrucomicrobiota	0.0	t_phylum
122	SC2	Pseudomonadota	252.90036478224184	t_phylum
123	SC2	Cyanobacteriota	67.69037865047554	t_phylum
124	SC2	Actinomycetota	53.866940289349174	t_phylum
125	SC2	Bacteroidota	42.80138911322888	t_phylum
126	SC2	Gemmatimonadota	11.188767550702028	t_phylum
127	SC2	Planctomycetota	8.38386169618239	t_phylum
128	SC2	Marinisomatota	0.0	t_phylum
129	SC2	SAR324	0.0	t_phylum
130	SC2	Thermoplasmatota	0.0	t_phylum
131	SC2	Verrucomicrobiota	0.0	t_phylum
132	SC3	Pseudomonadota	224.15499734320977	t_phylum
133	SC3	Cyanobacteriota	67.53568626478167	t_phylum
134	SC3	Actinomycetota	26.63536289265033	t_phylum
135	SC3	Planctomycetota	10.813532961299398	t_phylum
136	SC3	Bacteroidota	5.8736951807127245	t_phylum
137	SC3	Gemmatimonadota	3.992816091954023	t_phylum
138	SC3	Marinisomatota	0.0	t_phylum
139	SC3	SAR324	0.0	t_phylum
140	SC3	Thermoplasmatota	0.0	t_phylum
141	SC3	Verrucomicrobiota	0.0	t_phylum
142	SJ1	Pseudomonadota	404.5269001694712	t_phylum
143	SJ1	Bacteroidota	285.2756496537722	t_phylum
144	SJ1	Cyanobacteriota	10.070033353147085	t_phylum
145	SJ1	Planctomycetota	4.801790281329923	t_phylum
146	SJ1	Actinomycetota	1.0	t_phylum
147	SJ1	Marinisomatota	0.0	t_phylum
148	SJ1	SAR324	0.0	t_phylum
149	SJ1	Thermoplasmatota	0.0	t_phylum
150	SJ1	Verrucomicrobiota	0.0	t_phylum
151	SJ1	Gemmatimonadota	0.0	t_phylum
152	SJ2	Pseudomonadota	525.4095829767626	t_phylum
153	SJ2	Bacteroidota	170.61811161516954	t_phylum
154	SJ2	Cyanobacteriota	35.36507441119603	t_phylum
155	SJ2	Actinomycetota	12.336601307189543	t_phylum
156	SJ2	Planctomycetota	10.289743488503705	t_phylum
157	SJ2	Marinisomatota	0.0	t_phylum
158	SJ2	SAR324	0.0	t_phylum
159	SJ2	Thermoplasmatota	0.0	t_phylum
160	SJ2	Verrucomicrobiota	0.0	t_phylum
161	SJ2	Gemmatimonadota	0.0	t_phylum
162	SJ3	Pseudomonadota	500.8211128946574	t_phylum
163	SJ3	Bacteroidota	92.86862520623538	t_phylum
164	SJ3	Cyanobacteriota	17.293618603547706	t_phylum
165	SJ3	Actinomycetota	15.86696730552424	t_phylum
166	SJ3	Planctomycetota	7.973989402472756	t_phylum
167	SJ3	Marinisomatota	0.0	t_phylum
168	SJ3	SAR324	0.0	t_phylum
169	SJ3	Thermoplasmatota	0.0	t_phylum
170	SJ3	Verrucomicrobiota	0.0	t_phylum
171	SJ3	Gemmatimonadota	0.0	t_phylum
172	T0	Pseudomonadota	2568.309851621778	t_phylum
173	T0	Bacteroidota	590.7653220046191	t_phylum
174	T0	Marinisomatota	209.51162790697674	t_phylum
175	T0	Actinomycetota	59.24124738497104	t_phylum
176	T0	Gemmatimonadota	14.493993993993994	t_phylum
177	T0	Cyanobacteriota	7.718611050588682	t_phylum
178	T0	Verrucomicrobiota	2.6514954486345905	t_phylum
179	T0	SAR324	0.37696969696969695	t_phylum
180	T0	Planctomycetota	0.0	t_phylum
181	T0	Thermoplasmatota	0.0	t_phylum
182	T0_S	Pseudomonadota	1215.7484524750253	t_phylum
183	T0_S	Cyanobacteriota	169.20111150551327	t_phylum
184	T0_S	Bacteroidota	137.37818791923695	t_phylum
185	T0_S	Actinomycetota	112.70330205391919	t_phylum
